"cod_ann","location","nature","type","title","link","price","date_modified","has_photo","is_professional","scrape_date"
"3424270","La Goulette","Vente","Autre","Immeuble la goulette","Details_Annonces_Immobilier.asp?cod_ann=3424270&titre=Immeuble la goulette","3 100 000","14/11/2025","true","true","2025-11-14T15:42:10.786Z"
"3421425","Berge Du Lac","Location","App. 4 pi�c","Appartement les berg","Details_Annonces_Immobilier.asp?cod_ann=3421425&titre=Appartement les berges du lac 1","4 000","14/11/2025","true","true","2025-11-14T15:42:11.428Z"
"3420403","Ain Zaghouan","Terrain","Terrain nu","Terrain clotur� mars","Details_Annonces_Immobilier.asp?cod_ann=3420403&titre=Terrain clotur� marsa sidi daoued","780 000","14/11/2025","true","true","2025-11-14T15:42:12.105Z"
"3363161","Mnihla","Terrain","Terrain nu","Terrain el mninhla","Details_Annonces_Immobilier.asp?cod_ann=3363161&titre=Terrain el mninhla","200 000","14/11/2025","false","false","2025-11-14T15:42:12.775Z"
"3427255","Ain Zaghouan","Bureaux & Commer","G�rance lib","Un local commercial � ai","Details_Annonces_Immobilier.asp?cod_ann=3427255&titre=Un local commercial � ain zaghouen nord","3 500","14/11/2025","true","false","2025-11-14T15:42:13.580Z"
"3435551","Borj Cedria","Bureaux & Commer","Atelier","Local commercial","Details_Annonces_Immobilier.asp?cod_ann=3435551&titre=Local commercial","350","14/11/2025","false","false","2025-11-14T15:42:14.238Z"
"3427667","Jardins de Cart","Location","App. 1 pi�c","Un appartement en s1 meu","Details_Annonces_Immobilier.asp?cod_ann=3427667&titre=Un appartement en s1 meubl� aux jardin de cartahge","2 350","14/11/2025","true","false","2025-11-14T15:42:15.023Z"
"3426775","Jardins de Cart","Location","Maisons","Villa s3 meubl�e aux jar","Details_Annonces_Immobilier.asp?cod_ann=3426775&titre=Villa s3 meubl�e aux jardins de carthage ref178a","4 500","14/11/2025","true","false","2025-11-14T15:42:15.698Z"
"3435550","Bab Bhar","Vente","Autre","Maison d'h�te","Details_Annonces_Immobilier.asp?cod_ann=3435550&titre=Maison d","625 000","14/11/2025","true","false","2025-11-14T15:42:16.495Z"
"3435549","Cite Oplympique","Location","Surfaces","Tr�s joli et propre local tou","Details_Annonces_Immobilier.asp?cod_ann=3435549&titre=Tr�s joli et propre local tout commerce","1 200","14/11/2025","false","false","2025-11-14T15:42:17.188Z"
"3380785","Gammart","Location","Maisons","Villa en s6 avec piscine","Details_Annonces_Immobilier.asp?cod_ann=3380785&titre=Villa en s6 avec piscine � gammarth","6 500","14/11/2025","true","false","2025-11-14T15:42:17.883Z"
